_record_id,name_history,name,ico,address,legal_form,region,date_start,date_end,activity1,activity2,account_sector,ownership,size,source_url
1299,"",Poĺnohospodárske družstvo Verchovina Smilno v likv.,00189936,"Smilno ,  086 33 Smilno",Družstvo,Bardejov,1976-05-01,2004-11-26,"","Chov hovädzieho dobytka, produkcia mlieka",Súkromné nefinančné korporácie,Družstevné,5-9 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=1501
1300,"",Poľnohospodárske družstvo Zlatý klas Raslavice v konkurze,00190039,"Raslavice ,  086 41 Raslavice",Družstvo,Bardejov,1976-05-01,"",Zmiešané hospodárstvo,Pestovanie plodín kombinované s chovom zvierat (zmiešané hospodárstvo),Súkromné nefinančné korporácie,Družstevné,3-4 zamestnanci,http://www.statistics.sk/pls/wregis/detail?wxidorg=1502
1301,"","Agrostav, spoločný podnik v likvidácii",00190098,"Slovenská 67,  085 70 Bardejov",Družstvo,Bardejov,1972-01-01,"",Ostatné špecializované stavebné práce i. n.,Výstavba vodných diel,Súkromné nefinančné korporácie,Družstevné,3-4 zamestnanci,http://www.statistics.sk/pls/wregis/detail?wxidorg=1503
1302,"",Štátny majetok - v likvidácií,00190144,"Hollého 8,  903 01 Senec",Štátny podnik,Senec,1976-05-01,2002-08-26,Zmiešané hospodárstvo,Pestovanie plodín kombinované s chovom zvierat (zmiešané hospodárstvo),Verejné nefinančné korporácie,Štátne,50-99 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=1504
1303,"",Poľnohospodárske družstvo BLATNÉ,00190195,"Blatné ,  900 82 Blatné",Družstvo,Senec,1991-01-01,"","Pestovanie obilnín (okrem ryže), strukovín a olejnatých semien ",Pestovanie obilnín a iných kultúrnych plodín i. n.,Súkromné nefinančné korporácie,Družstevné,25-49 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=1505
1304,"",Villa Vino Rača a.s.,00190268,"Pri vinohradoch 2,  831 06 Bratislava - Rača",Akciová spoločnosť,Bratislava III,1976-05-01,"",Výroba hroznového vína,Výroba hroznového vína,Súkromné nefinančné korporácie,Súkromné tuzemské,50-99 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=1506
1305,"",Poľnohospodárske družstvo Vajnory,00190284,"Hospodárska 9,  831 07 Bratislava - Vajnory",Družstvo,Bratislava III,1976-05-01,"","Pestovanie obilnín (okrem ryže), strukovín a olejnatých semien ",Pestovanie obilnín a iných kultúrnych plodín i. n.,Súkromné nefinančné korporácie,Družstevné,50-99 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=1507
1306,"",Poľnohospodárske družstvo Bratislava-Vinohrady,00190292,"Račianska 151,  831 05 Bratislava - Nové Mesto",Družstvo,Bratislava III,1976-05-01,"",Pestovanie hrozna,Pestovanie ovocia a orechov,Súkromné nefinančné korporácie,Družstevné,10-19 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=1508
1307,"",Poľnohospodárske družstvo Budmerice,00190306,"Budmerice 244,  900 86 Budmerice",Družstvo,Pezinok,1976-05-01,"",Chov dojníc,"Chov hovädzieho dobytka, produkcia mlieka",Súkromné nefinančné korporácie,Družstevné,50-99 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=1509
1308,"",Poľnohospodárske podielnícke družstvo Záhoran Gajary,00190373,"Gajary ,  900 61 Gajary",Družstvo,Malacky,1976-11-01,"",Zmiešané hospodárstvo,Pestovanie plodín kombinované s chovom zvierat (zmiešané hospodárstvo),Súkromné nefinančné korporácie,Družstevné,5-9 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=1510
1309,"",Poľnohospodárske družstvo Chorvátsky Grob Bernolákovo so sídlom v Chorvátskom Grobe,00190390,"Chorvátsky Grob ,  900 25 Chorvátsky Grob",Družstvo,Senec,1973-01-01,"","Pestovanie obilnín (okrem ryže), strukovín a olejnatých semien ",Pestovanie obilnín a iných kultúrnych plodín i. n.,Súkromné nefinančné korporácie,Družstevné,25-49 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=1511
1310,"",Poľnohospodárske družstvo vo Svätom Jure,00190454,"Prostredná 49/13,  900 21 Svätý Jur",Družstvo,Pezinok,1976-05-01,"",Pestovanie hrozna,"Pestovanie ovocia, orechov, kultúr na výrobu nápojov a korenia",Súkromné nefinančné korporácie,Družstevné,20-24 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=1512
1311,"",Poľnohospodárske družstvo Lozorno,00190527,"Lozorno 80,  900 55 Lozorno",Družstvo,Malacky,1978-02-01,"",Chov dojníc,"Chov hovädzieho dobytka, produkcia mlieka",Súkromné nefinančné korporácie,Družstevné,25-49 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=1513
1312,"",Vinohradnícke a poľnohospodárske družstvo Modra,00190578,"Dolná 142,  900 01 Modra",Družstvo,Pezinok,1976-11-01,"",Chov dojníc,"Chov hovädzieho dobytka, produkcia mlieka",Súkromné nefinančné korporácie,Družstevné,25-49 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=1514
1313,"",Roľnícke družstvo podielníkov,00190586,"Bratislavská 533,  900 46 Most pri Bratislave",Družstvo,Senec,1978-02-01,"",Chov dojníc,"Chov hovädzieho dobytka, produkcia mlieka",Súkromné nefinančné korporácie,Družstevné,50-99 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=1515
1314,"","ÚSVIT pri Dunaji, Poľnohospodárske družstvo",00190616,"Košariská 42,  900 42 Dunajská Lužná",Družstvo,Senec,1976-11-01,"","Pestovanie obilnín (okrem ryže), strukovín a olejnatých semien ",Pestovanie obilnín a iných kultúrnych plodín i. n.,Súkromné nefinančné korporácie,Družstevné,50-99 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=1516
1315,"",Poľnohospodárske družstvo Pezinok,00190632,"Šenkvická cesta 3,  902 01 Pezinok",Družstvo,Pezinok,1993-10-25,"",Zmiešané hospodárstvo,Pestovanie plodín kombinované s chovom zvierat (zmiešané hospodárstvo),Súkromné nefinančné korporácie,Družstevné,50-99 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=1517
1316,"",Podielnicke družstvo DUNAJ,00190667,"Vývojová 852,  851 10 Bratislava - Rusovce",Družstvo,Bratislava V,1976-01-01,"","Pestovanie obilnín (okrem ryže), strukovín a olejnatých semien ",Pestovanie obilnín a iných kultúrnych plodín i. n.,Súkromné nefinančné korporácie,Družstevné,25-49 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=1518
1317,"",Poľnohospodárske družstvo v Šenkviciach,00190705,"Nádražná 75,  900 81 Šenkvice",Družstvo,Pezinok,1976-05-01,"",Chov dojníc,"Chov hovädzieho dobytka, produkcia mlieka",Súkromné nefinančné korporácie,Družstevné,25-49 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=1519
1318,"",Poľnohospodárske družstvo v Tomášove,00190721,"Hlavná 111,  900 44 Tomášov",Družstvo,Senec,1976-05-01,"",Zmiešané hospodárstvo,Pestovanie plodín kombinované s chovom zvierat (zmiešané hospodárstvo),Súkromné nefinančné korporácie,Družstevné,25-49 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=1520
1319,"",Poľnohospodárske družstvo,00190799,"Hlavná 1,  900 66 Vysoká pri Morave",Družstvo,Malacky,1976-05-01,2008-09-06,Prenájom a prevádzkovanie vlastných alebo prenajatých nehnuteľností,Prenájom vlastných nehnuteľností,Súkromné nefinančné korporácie,Družstevné,3-4 zamestnanci,http://www.statistics.sk/pls/wregis/detail?wxidorg=1521
1320,"",Družstvo podielnikov Devín,00190802,"Záhorská Bystrica ,  843 53 Bratislava - Záhorská Bystrica",Družstvo,Bratislava IV,1976-05-01,"",Chov dojníc,"Chov hovädzieho dobytka, produkcia mlieka",Súkromné nefinančné korporácie,Družstevné,25-49 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=1522
1321,"2013-11-18: Poľnohospodárske obchodné družstvo Rudina ""v konkurze""",Poľnohospodárske obchodné družstvo Rudina,00190969,"Rudina ,  023 31 Rudina",0,Kysucké Nové Mesto,1976-05-01,2013-01-24,0,0,0,0,"",http://www.statistics.sk/pls/wregis/detail?wxidorg=1523
1322,"","Agrostav, a.s. v likvidácii",00190977,"Podzávoz ,  022 01 Čadca",Akciová spoločnosť,Čadca,1976-03-25,"",Výstavba obytných a neobytných budov i. n.,"Stavba budov, mostov a inžinierskych sietí",Súkromné nefinančné korporácie,Súkromné tuzemské,20-24 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=1524
1323,"",Poľnohospodárske družstvo  Dolný Kubín,00191027,"Družstevná 164/25,  026 01 Bziny",Družstvo,Dolný Kubín,1976-05-01,"",Chov dojníc,"Chov hovädzieho dobytka, produkcia mlieka",Súkromné nefinančné korporácie,Družstevné,20-24 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=1525
1324,2013-11-18: Poľnohospodárske družstvo,Poľnohospodárske družstvo K r i v á,00191060,"Družstevná 60,  027 55 Krivá",0,Dolný Kubín,1976-05-01,"",0,0,0,0,"",http://www.statistics.sk/pls/wregis/detail?wxidorg=1526
1325,"",Orava - poľnohospodárske podielnícke družstvo Nižná,00191094,"Nižná ,  027 43 Nižná",Družstvo,Tvrdošín,1991-04-24,2004-07-27,Zmiešané hospodárstvo,Pestovanie plodín kombinované s chovom zvierat (zmiešané hospodárstvo),Súkromné nefinančné korporácie,Družstevné,3-4 zamestnanci,http://www.statistics.sk/pls/wregis/detail?wxidorg=1527
1326,"","Poľnohospodárske družstvo Oravská Poruba - Zábrež ""v likvidácii""",00191108,"Oravská Poruba ,  027 54 Oravská Poruba",0,Dolný Kubín,1976-05-01,2011-10-20,0,0,0,0,5,http://www.statistics.sk/pls/wregis/detail?wxidorg=1528
1327,"",Poľnohospodárske družstvo v P á r n i c i,00191116,"Párnica 176,  027 52 Párnica",Družstvo,Dolný Kubín,1991-03-22,"",Chov dojníc,"Chov hovädzieho dobytka, produkcia mlieka",Súkromné nefinančné korporácie,Družstevné,25-49 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=1529
1328,"",Poľnohospodárske družstvo Trsteník,00191167,"Družstevník 763,  028 01 Trstená",Družstvo,Tvrdošín,1991-04-30,"",Chov dojníc,"Chov hovädzieho dobytka, produkcia mlieka",Súkromné nefinančné korporácie,Družstevné,100-149 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=1530
1329,"","ŽIAREC,poľnohospodárske družstvo",00191175,"Tvrdošín ,  027 44 Tvrdošín",Družstvo,Tvrdošín,1976-05-01,"",Chov dojníc,"Chov hovädzieho dobytka, produkcia mlieka",Súkromné nefinančné korporácie,Družstevné,50-99 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=1531
1330,"",Poľnohospodárske družstvo Veličná,00191205,"Veličná ,  027 54 Veličná",Družstvo,Dolný Kubín,1978-02-01,"",Chov dojníc,"Chov hovädzieho dobytka, produkcia mlieka",Súkromné nefinančné korporácie,Družstevné,25-49 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=1532
1331,"","AKORD, a.s.",00191230,"Miestneho priemyslu 572,  029 01 Námestovo",Akciová spoločnosť,Námestovo,1992-07-01,"",Ostatné špecializované stavebné práce i. n.,"Stavba budov, mostov a inžinierskych sietí",Súkromné nefinančné korporácie,Súkromné tuzemské,20-24 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=1533
1332,"",Poľnohospodárske družstvo Blahová - Bellová Ves - v konkurze,00191337,"Hlavná 65,  930 52 Blahová",Družstvo,Dunajská Streda,1976-05-01,"",Zmiešané hospodárstvo,Pestovanie plodín kombinované s chovom zvierat (zmiešané hospodárstvo),Súkromné nefinančné korporácie,Družstevné,"",http://www.statistics.sk/pls/wregis/detail?wxidorg=1534
1333,"",Poľnohospodárske družstvo vo Veľkom Mederi,00191370,"Družstevná ,  932 01 Veľký Meder",Družstvo,Dunajská Streda,1976-05-01,"","Pestovanie obilnín (okrem ryže), strukovín a olejnatých semien ",Pestovanie obilnín a iných kultúrnych plodín i. n.,Súkromné nefinančné korporácie,Družstevné,"",http://www.statistics.sk/pls/wregis/detail?wxidorg=1535
1334,"","Medzičilizie, a.s.",00191396,"Čiližská Radvaň 329,  930 08 Čiližská Radvaň",Akciová spoločnosť,Dunajská Streda,1993-04-23,"",Chov dojníc,"Chov hovädzieho dobytka, produkcia mlieka",Súkromné nefinančné korporácie,Súkromné tuzemské,150-199 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=1536
1335,"",Poľnohospodárske družstvo Dolný Bar - v konkurze,00191400,"Dolný Bar ,  930 14 Dolný Bar",Družstvo,Dunajská Streda,1978-01-01,"","Pestovanie obilnín (okrem ryže), strukovín a olejnatých semien ",Pestovanie obilnín a iných kultúrnych plodín i. n.,Súkromné nefinančné korporácie,Družstevné,20-24 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=1537
1336,"",Poľnohospodárske družstvo Holice - družstvo,00191434,"Holice ,  930 34 Holice",Družstvo,Dunajská Streda,1976-05-01,"",Chov dojníc,"Chov hovädzieho dobytka, produkcia mlieka",Súkromné nefinančné korporácie,Družstevné,25-49 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=1538
1337,"",Poľnohospodárske družstvo v Hornej Potôni,00191442,"Horná Potôň ,  930 36 Horná Potôň",Družstvo,Dunajská Streda,1991-02-14,"",Chov dojníc,"Chov hovädzieho dobytka, produkcia mlieka",Súkromné nefinančné korporácie,Družstevné,50-99 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=1539
1338,"",Poľnohospodárské družstvo Horný Bar,00191451,"Horný Bar 162,  930 33 Horný Bar",Družstvo,Dunajská Streda,1976-05-01,1999-12-17,Zmiešané hospodárstvo,Pestovanie plodín kombinované s chovom zvierat (zmiešané hospodárstvo),Súkromné nefinančné korporácie,Družstevné,50-99 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=1540
1339,"",Poľnohospodárske družstvo Dolný Štál,00191469,"Okočská cesta 640/1,  930 10 Dolný Štál",Družstvo,Dunajská Streda,1976-05-01,"",Chov dojníc,"Chov hovädzieho dobytka, produkcia mlieka",Súkromné nefinančné korporácie,Družstevné,50-99 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=1541
1340,"",Poľnohospodárske družstvo Jahodná,00191485,"Jahodná ,  930 21 Jahodná",Družstvo,Dunajská Streda,1978-01-01,"","Pestovanie obilnín (okrem ryže), strukovín a olejnatých semien ",Pestovanie obilnín a iných kultúrnych plodín i. n.,Súkromné nefinančné korporácie,Družstevné,25-49 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=1542
1341,"",Poľnohospodárske družstvo v Jurovej,00191493,"Jurová ,  930 04 Jurová",Družstvo,Dunajská Streda,1976-05-01,"",Chov dojníc,"Chov hovädzieho dobytka, produkcia mlieka",Súkromné nefinančné korporácie,Družstevné,50-99 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=1543
1342,"",Poľnohospodárske družstvo Kútniky,00191531,"Kútniky 77,  929 01 Kútniky",Družstvo,Dunajská Streda,1976-05-01,"",Chov dojníc,"Chov hovädzieho dobytka, produkcia mlieka",Súkromné nefinančné korporácie,Družstevné,25-49 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=1544
1343,"","Agrokombinát, Poľnohospodárske družstvo - v konkurze",00191540,"Lehnice 589,  930 37 Lehnice",Družstvo,Dunajská Streda,1991-04-16,"",Zmiešané hospodárstvo,Pestovanie plodín kombinované s chovom zvierat (zmiešané hospodárstvo),Súkromné nefinančné korporácie,Družstevné,"",http://www.statistics.sk/pls/wregis/detail?wxidorg=1545
1344,"","Poľnohospodárske družstvo Lúč na Ostrove, družstvo",00191558,"Veľká Lúč 110,  930 03 Lúč na Ostrove",Družstvo,Dunajská Streda,1976-05-01,"",Chov dojníc,"Chov hovädzieho dobytka, produkcia mlieka",Súkromné nefinančné korporácie,Družstevné,25-49 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=1546
1345,2013-11-18: Poľnohospodárske družstvo Modrý Dunaj Šamorín,"Donau farm Šamorín, s.r.o.",00191591,"Dolná 541/14,  931 01 Šamorín",0,Dunajská Streda,1978-01-01,"",0,0,0,0,"",http://www.statistics.sk/pls/wregis/detail?wxidorg=1547
1346,"",Poľnohospodárske družstvo so sídlom v Novom Živote,00191604,"Nový Život 97,  930 38 Nový Život",Družstvo,Dunajská Streda,1978-01-01,"","Pestovanie obilnín (okrem ryže), strukovín a olejnatých semien ",Pestovanie obilnín a iných kultúrnych plodín i. n.,Súkromné nefinančné korporácie,Družstevné,25-49 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=1548
1347,"",Poľnohospodárske družstvo Okoč-Sokolec,00191621,"Hlavná 716,  930 28 Okoč",Družstvo,Dunajská Streda,1978-01-01,"","Pestovanie obilnín (okrem ryže), strukovín a olejnatých semien ",Pestovanie obilnín a iných kultúrnych plodín i. n.,Súkromné nefinančné korporácie,Družstevné,50-99 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=1549
1348,"",Poľnohospodárske družstvo Orechová Potôň,00191647,"Orechová Potôň ,  930 02 Orechová Potôň",Družstvo,Dunajská Streda,1976-10-23,"",Chov dojníc,"Chov hovädzieho dobytka, produkcia mlieka",Súkromné nefinančné korporácie,Družstevné,50-99 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=1550
1349,"",Poľnohospodárske družstvo Padáň - Boheľov,00191655,"Padáň 289,  929 01 Padáň",Družstvo,Dunajská Streda,1985-09-10,2010-04-13,Chov dojníc,"Chov hovädzieho dobytka, produkcia mlieka",Súkromné nefinančné korporácie,Družstevné,25-49 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=1551
1350,"",Podielnické poľnohospodárske družstvo Trhové Mýto,00191710,"Trhová Hradská ,  930 13 Trhová Hradská",Družstvo,Dunajská Streda,1978-01-01,"","Pestovanie obilnín (okrem ryže), strukovín a olejnatých semien ",Pestovanie obilnín a iných kultúrnych plodín i. n.,Súkromné nefinančné korporácie,Družstevné,100-149 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=1552
1351,"","ARVUM, Poľnohospodárske družstvo",00191752,"Vrakúň 490,  930 25 Vrakúň",Družstvo,Dunajská Streda,1976-05-01,"",Chov dojníc,"Chov hovädzieho dobytka, produkcia mlieka",Súkromné nefinančné korporácie,Družstevné,50-99 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=1553
1352,"",Obchodno-poľnohospodárske družstvo - v konkurze,00191761,"Vydrany 71,  930 16 Vydrany",Družstvo,Dunajská Streda,1976-11-01,"",Zmiešané hospodárstvo,Pestovanie plodín kombinované s chovom zvierat (zmiešané hospodárstvo),Súkromné nefinančné korporácie,Družstevné,5-9 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=1554
1353,"",Poľnohospodárske družstvo Zlaté Klasy,00191779,"Zlaté Klasy - Čenkovce ,  930 39 Čenkovce",Družstvo,Dunajská Streda,1976-05-01,"",Zmiešané hospodárstvo,Pestovanie plodín kombinované s chovom zvierat (zmiešané hospodárstvo),Súkromné nefinančné korporácie,Družstevné,"",http://www.statistics.sk/pls/wregis/detail?wxidorg=1555
1354,"","Strojová a traktorová stanica, k.p.",00191833,"Matuškovská 874,  924 45 Galanta",Odštepný závod alebo iná organizačná zložka podniku zapisujúca sa do obchodného registra,Galanta,1972-01-01,2000-08-25,"",Výroba ostatných strojov pre poľnohospodárstvo a lesníctvo,Verejné nefinančné korporácie,Štátne,250-499 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=1556
1355,"","Štátny majetok Galanta, štátny podnik - v likvidácii",00191841,"Puškinova 705,  924 44 Galanta",Štátny podnik,Galanta,1976-05-01,2000-08-03,Zmiešané hospodárstvo,Pestovanie plodín kombinované s chovom zvierat (zmiešané hospodárstvo),Verejné nefinančné korporácie,Štátne,100-149 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=1557
1356,"",Poľnohospodársko-obchodné družstvo Abrahám,00191876,"Abrahám 220,  925 45 Abrahám",Družstvo,Galanta,1976-05-01,"","Pestovanie obilnín (okrem ryže), strukovín a olejnatých semien ",Pestovanie obilnín a iných kultúrnych plodín i. n.,Súkromné nefinančné korporácie,Družstevné,50-99 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=1558
1357,"",Jednotné roľnícke družstvo v Diakovciach,00191914,"Diakovce 848,  925 81 Diakovce",Družstvo,Šaľa,1976-05-01,2006-11-24,"",Pestovanie obilnín a iných kultúrnych plodín i. n.,Súkromné nefinančné korporácie,Družstevné,25-49 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=1559
1358,"",Poľnohospodárske družstvo Hody,00191949,"Hody ,  924 01 Galanta",Družstvo,Galanta,1976-05-01,"",Zmiešané hospodárstvo,Pestovanie plodín kombinované s chovom zvierat (zmiešané hospodárstvo),Súkromné nefinančné korporácie,Družstevné,"",http://www.statistics.sk/pls/wregis/detail?wxidorg=1560
1359,"",Poľnohospodárske družstvo - v konkurze,00191957,"Hlavná 1083,  925 03 Horné Saliby",Družstvo,Galanta,1976-11-01,2008-09-09,Zmiešané hospodárstvo,Pestovanie plodín kombinované s chovom zvierat (zmiešané hospodárstvo),Súkromné nefinančné korporácie,Družstevné,100-149 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=1561
1360,"",Poľnohospodárske družstvo v Kráľovej pri Senci,00192074,"Kráľová pri Senci 343,  900 50 Kráľová pri Senci",Družstvo,Senec,1991-01-01,"",Chov hydiny,Chov hydiny,Súkromné nefinančné korporácie,Družstevné,25-49 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=1562
1361,"",Poľnohospodársko-výrobné družstvo - v konkurze,00192104,"Mostová ,  925 07 Mostová",Družstvo,Galanta,1976-05-01,2006-12-12,Zmiešané hospodárstvo,Pestovanie plodín kombinované s chovom zvierat (zmiešané hospodárstvo),Súkromné nefinančné korporácie,Družstevné,50-99 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=1563
1362,"",RaVOD Pata roľnícke a výrobnoobchodné družstvo,00192139,"Hlohovecká 929,  925 53 Pata",Družstvo,Galanta,1976-11-01,"","Pestovanie obilnín (okrem ryže), strukovín a olejnatých semien ",Pestovanie obilnín a iných kultúrnych plodín i. n.,Súkromné nefinančné korporácie,Družstevné,50-99 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=1564
1363,"",Poľnohospodárske družstvo PROGRES Selice,00192163,"Selice ,  925 72 Selice",Družstvo,Šaľa,1976-05-01,"",Prenájom a prevádzkovanie vlastných alebo prenajatých nehnuteľností,Prenájom vlastných nehnuteľností,Súkromné nefinančné korporácie,Družstevné,10-19 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=1565
1364,"",Roľnícke družstvo Šaľa,00192180,"Hviezdoslavova 2,  927 01 Šaľa",Družstvo,Šaľa,1976-11-01,"",Chov dojníc,"Chov hovädzieho dobytka, produkcia mlieka",Súkromné nefinančné korporácie,Družstevné,150-199 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=1566
1365,"",Roľnícke družstvo - v konkurze,00192210,"Šaľská 852,  925 52 Šoporňa",0,Galanta,1976-05-01,2013-02-27,0,0,0,0,"",http://www.statistics.sk/pls/wregis/detail?wxidorg=1567
1366,"",Poľnohospodárske družstvo,00192228,"Tešedíkovo ,  925 82 Tešedíkovo",Družstvo,Šaľa,1976-05-01,2010-10-06,Zmiešané hospodárstvo,Pestovanie plodín kombinované s chovom zvierat (zmiešané hospodárstvo),Súkromné nefinančné korporácie,Družstevné,200-249 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=1568
1367,"",Poľnohospodárske družstvo v Trsticiach - v konkurze,00192261,"Kostolná 317,  925 42 Trstice",Družstvo,Galanta,1981-09-01,"",Zmiešané hospodárstvo,Pestovanie plodín kombinované s chovom zvierat (zmiešané hospodárstvo),Súkromné nefinančné korporácie,Družstevné,250-499 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=1569
1368,"",Roľnícke družstvo - v likvidácii,00192287,"Nám. slobody 580/7,  925 22 Veľké Úľany",Družstvo,Galanta,1976-05-01,"",Zmiešané hospodárstvo,Pestovanie plodín kombinované s chovom zvierat (zmiešané hospodárstvo),Súkromné nefinančné korporácie,Družstevné,"",http://www.statistics.sk/pls/wregis/detail?wxidorg=1570
1369,"",Jednotné roľnícke družstvo Nový život vo Veľkom Grobe,00192295,"Veľký Grob 9,  925 27 Veľký Grob",Družstvo,Galanta,1976-05-01,"",Zmiešané hospodárstvo,Pestovanie plodín kombinované s chovom zvierat (zmiešané hospodárstvo),Súkromné nefinančné korporácie,Družstevné,"",http://www.statistics.sk/pls/wregis/detail?wxidorg=1571
1370,"",Poľnohospodárske výrobno-obchodné družstvo v likvidácii,00192317,"Vlčany ,  925 84 Vlčany",Družstvo,Šaľa,1976-11-01,"",Zmiešané hospodárstvo,Pestovanie plodín kombinované s chovom zvierat (zmiešané hospodárstvo),Súkromné nefinančné korporácie,Družstevné,10-19 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=1572
1371,"",Poľnohospodárske družstvo Žihárec - výrobné družstvo,00192333,"Hlavná 599,  925 83 Žihárec",Družstvo,Šaľa,1976-05-01,"",Zmiešané hospodárstvo,Pestovanie plodín kombinované s chovom zvierat (zmiešané hospodárstvo),Súkromné nefinančné korporácie,Družstevné,"",http://www.statistics.sk/pls/wregis/detail?wxidorg=1573
1372,"",Poľnohospodárske družstvo podielnikov Dlhé nad Cirochou,00192465,"Dlhé nad Cirochou ,  067 82 Dlhé nad Cirochou",Družstvo,Snina,1976-05-01,2009-12-10,Chov ošípaných,Chov ošípaných,Súkromné nefinančné korporácie,Družstevné,50-99 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=1574
1373,"",Poľnohospodárske družstvo Jasenov,00192520,"Jasenov ,  066 01 Jasenov",Družstvo,Humenné,1976-05-01,2005-02-09,Zmiešané hospodárstvo,Pestovanie plodín kombinované s chovom zvierat (zmiešané hospodárstvo),Súkromné nefinančné korporácie,Družstevné,"",http://www.statistics.sk/pls/wregis/detail?wxidorg=1575
1374,"",Poľnohospodárske družstvo v Lukačovciach,00192601,"Lukačovce ,  067 24 Lukačovce",Družstvo,Humenné,1976-05-01,"",Chov dojníc,"Chov hovädzieho dobytka, produkcia mlieka",Súkromné nefinančné korporácie,Družstevné,5-9 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=1576
1375,"",Poľnohospodárske družstvo Oľkav konkurze,00192643,"Oľka ,  067 04 Oľka",0,Medzilaborce,1976-05-01,2011-11-05,0,0,0,0,25,http://www.statistics.sk/pls/wregis/detail?wxidorg=1577
1376,"",Poľnohospodárske družstvo Palota v konkurze,00192660,"Palota ,  068 01 Palota",0,Medzilaborce,1976-05-01,2012-09-12,0,0,0,0,"",http://www.statistics.sk/pls/wregis/detail?wxidorg=1578
1377,"",Poľnohospodárske družstvo Beskyd Výrava,00192783,"Výrava 112,  067 16 Výrava",Družstvo,Medzilaborce,1976-05-01,"",Chov dojníc,"Chov hovädzieho dobytka, produkcia mlieka",Súkromné nefinančné korporácie,Družstevné,"",http://www.statistics.sk/pls/wregis/detail?wxidorg=1579
